name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition
Donald Friese,Friese,donald-friese,no-pic,0,77,manufacturing,Manufacturing,M,United States,1516704901086,1200,1866,1867
Yasuhiro Fukushima,Fukushima,yasuhiro-fukushima,yasuhiro-fukushima,-3.018,70,video games,Media & Entertainment,M,Japan,1516704901086,1827.453,1363,1363
Stefano Gabbana,Gabbana,stefano-gabbana,stefano-gabbana,0,55,luxury goods,Fashion & Retail,M,Italy,1516704901086,1427.218,1657,1657
Dan Gertler,Gertler,dan-gertler,dan-gertler,0,44,mining,Metals & Mining,M,Israel,1516704901086,1215.5,1851,1851
Anne Gittinger,Gittinger,anne-gittinger,no-pic-female,17.142,82,Nordstrom department stores,Fashion & Retail,F,United States,1516704901086,1414.002,1667,1667
Alfredo Harp Helu,Harp Helu,alfredo-harp-helu,alfredo-harp-helu,-2.257,73,banking,Finance and Investments,M,Mexico,1516704901086,1240.654,1829,1829
Richard Hayne,Hayne,richard-hayne,richard-hayne,8.245,70,Urban Outfitters,Fashion & Retail,M,United States,1516704901086,1489.053,1602,1602
Ilona Herlin,Herlin,ilona-herlin,no-pic-female,-3.206,53,"elevators, escalators",Manufacturing,F,Finland,1516704901086,1527.511,1574,1574
J. Tomilson Hill,Hill,j-tomilson-hill,j-tomilson-hill,5.068,69,investments,Finance and Investments,M,United States,1516704901086,1385.75,1694,1694
Asok Kumar Hiranandani,Hiranandani,asok-kumar-hiranandani,asok-kumar-hiranandani,0,63,real estate,Real Estate,M,Singapore,1516704901086,1824.751,1365,1365
Niranjan Hiranandani,Hiranandani,niranjan-hiranandani,niranjan-hiranandani,0,67,real estate,Real Estate,M,India,1516704901086,1260.916,1805,1805
Surendra Hiranandani,Hiranandani,surendra-hiranandani,surendra-hiranandani,0,63,real estate,Real Estate,M,India,1516704901086,1504.169,1594,1594
Huang Qisen,Huang,huang-qisen,huang-qisen,252.863,53,real estate,Real Estate,M,China,1516704901086,2702.522,920,920
Huang Yi,Huang,huang-yi,no-pic,129.205,56,auto distribution,Automotive,M,Hong Kong,1516704901086,2345.064,1080,1080
Archie Hwang,Hwang,archie-hwang,no-pic,0,,semiconductors,Technology,M,Taiwan,1516704901086,1250.865,1815,1815
Masayuki Ishihara,Ishihara,masayuki-ishihara,no-pic,,69,pachinko machines,Gambling & Casinos,M,Japan,1506115954496,,,
Ajay Kalsi,Kalsi,ajay-kalsi,ajay-kalsi,0,57,oil & gas,Energy,M,India,1516704901086,1296.385,1773,1773
Raghuvinder Kataria,Kataria,raghuvinder-kataria,raghuvinder-kataria,0.01,68,diversified,Finance and Investments,M,United Kingdom,1516704901086,1202.985,1864,1864
Viktor Kharitonin,Kharitonin,viktor-kharitonin,no-pic,-7.112,45,pharmaceuticals,Healthcare,M,Russia,1516704901086,1368.137,1711,1711
Kim Jun-Ki,Kim,kim-jun-ki,kim-jun-ki,10.873,73,conglomerate,Diversified,M,South Korea,1516704901086,1449.986,1636,1636
Kim Taek-Jin,Kim,kim-taek-jin,kim-taek-jin,29.587,50,online games,Gambling & Casinos,M,South Korea,1516704901086,1725.1,1414,1414
Yuriy Kosiuk,Kosiuk,yuriy-kosiuk,yuriy-kosiuk,34.25,49,agriculture,Food and Beverage,M,Ukraine,1516704901086,1461.05,1627,1627
Andrei Kosogov,Kosogov,andrei-kosogov,andrei-kosogov,5.512,56,"oil, banking, telecom",Energy,M,Russia,1516704901086,1306.486,1761,1761
Miguel Krigsner,Krigsner,miguel-krigsner,miguel-krigsner,0,68,cosmetics,Fashion & Retail,M,Brazil,1516704901086,1507.532,1590,1590
Lev Kvetnoi,Kvetnoi,lev-kvetnoi,lev-kvetnoi,,52,"cement, airport",Finance and Investments,M,Russia,1506115946248,,,
Lev Leviev,Leviev,lev-leviev,lev-leviev,-3.549,62,diamonds,Metals & Mining,M,Israel,1516704901086,1193.533,1873,1873
Solomon Lew,Lew,solomon-lew,solomon-lew,-6.837,72,retail,Fashion & Retail,M,Australia,1516704901086,1402.709,1678,1678
Li Denghai,Li,li-denghai,li-denghai,,68,seed production,Food and Beverage,M,China,1506115936868,,,
Li Rucheng,Li,li-rucheng,li-rucheng,-8.796,66,apparel,Fashion & Retail,M,China,1516704901086,1342.558,1733,1733
Li Tan,Li,li-tan,no-pic-female,5.111,53,pharmaceuticals,Healthcare,F,China,1516704901086,1072.193,1978,1978
Liu Xiaodong,Liu,liu-xiaodong,no-pic,,50,flavorings,Manufacturing,M,China,1506115957154,,,
Lo Siu-tong,Lo,lo-siu-tong,lo-siu-tong,0,87,"real estate, hotels",Real Estate,M,Hong Kong,1516704901086,1203.595,1863,1863
"Cargill MacMillan, III.",MacMillan,cargill-macmillan-iii,no-pic,0,58,Cargill,Food and Beverage,M,United States,1516704901086,1371.176,1705,1705
John MacMillan,MacMillan,john-macmillan-1,no-pic,0,68,Cargill,Food and Beverage,M,United States,1516704901086,1371.176,1705,1706
Martha MacMillan,MacMillan,martha-macmillan,no-pic-female,0,66,Cargill,Food and Beverage,F,United States,1516704901086,1371.176,1705,1707
William MacMillan,MacMillan,william-macmillan,no-pic,0,63,Cargill,Food and Beverage,M,United States,1516704901086,1371.176,1705,1708
Terence (Terry) Matthews,Matthews,terence-terry-matthews,no-pic,0.168,74,telecom,Telecom,M,Canada,1516704901086,1245.386,1824,1824
Thi Phuong Thao Nguyen,Nguyen,thi-phuong-thao-nguyen,no-pic-female,0,47,airlines,Diversified,F,Vietnam,1516704901086,3090.727,780,780
Ni Zhaoxing,Ni,ni-zhaoxing,ni-zhaoxing,0,62,real estate,Real Estate,M,China,1516704901086,1264.834,1802,1802
Bruce Nordstrom,Nordstrom,bruce-nordstrom,bruce-nordstrom,15.951,84,Nordstrom department stores,Fashion & Retail,M,United States,1516704901086,1347.395,1730,1730
Oei Hong Leong,Oei,oei-hong-leong,oei-hong-leong,-0.191,69,investments,Finance and Investments,M,Singapore,1516704901086,1429.996,1654,1654
David Penaloza Alanis,Penaloza Alanis,david-penaloza-alanis,no-pic,2.085,44,toll roads,Construction & Engineering,M,Mexico,1516704901086,1330.592,1740,1740
Mark Pincus,Pincus,mark-pincus,mark-pincus,14.74,51,online games,Technology,M,United States,1516704901086,1531.222,1572,1572
Mahendra Prasad,Prasad,mahendra-prasad,no-pic,0,78,pharmaceuticals,Healthcare,M,India,1516704901086,1342.4,1734,1734
Michael Price,Price,michael-price,michael-price,4.554,65,investments,Finance and Investments,M,United States,1516704901086,1250.746,1816,1816
Ruan Shuilong,Ruan,ruan-shuilong,no-pic,-57.934,82,chemicals,Manufacturing,M,China,1516704901086,1805.79,1370,1370
Stephen Saad,Saad,stephen-saad,stephen-saad,11.163,53,pharmaceuticals,Healthcare,M,South Africa,1516704901086,1189.935,1881,1881
Chris Sacca,Sacca,chris-sacca,chris-sacca,-0.876,42,venture capital investing,Finance and Investments,M,United States,1516704901086,1118.524,1940,1940
K. Rai Sahi,Sahi,k-rai-sahi,k-rai-sahi,-1.051,71,real estate,Real Estate,M,Canada,1516704901086,1314.805,1755,1755
Nobutada Saji,Saji,nobutada-saji,nobutada-saji,36.046,72,beverages,Food and Beverage,M,Japan,1516704901086,1562.371,1537,1537
Onsi Sawiris,Sawiris,onsi-sawiris,onsi-sawiris,15.863,88,"construction, telecom",Construction & Engineering,M,Egypt,1516704901086,1090.151,1966,1966
Monika Schoeller,Schoeller,monika-schoeller,monika-schoeller,2.115,79,publishing,Media & Entertainment,F,Germany,1516704901086,1658.377,1469,1469
Shao Zhongyi,Shao,shao-zhongyi,no-pic,,49,soybean trading,Food and Beverage,M,China,1506115959534,,,
Neil Shen,Shen,neil-shen,neil-shen,0,50,venture capital investing,Finance and Investments,M,Hong Kong,1516704901086,1058.68,1988,1988
Leonid Simanovsky,Simanovsky,leonid-simanovsky,leonid-simanovsky,3.19,68,investments,Finance and Investments,M,Russia,1516704901086,1217.314,1849,1849
Analjit Singh,Singh,analjit-singh,analjit-singh,-4.899,64,healthcare,Healthcare,M,India,1516704901086,1192.903,1874,1874
Edward Stack,Stack,edward-stack,edward-stack,,63,Dick's Sporting Goods,Fashion & Retail,M,United States,1506115952140,,,
Su Weizhong,Su,su-weizhong,no-pic,14.472,49,"oil, fertilizers",Energy,M,China,1516704901086,1719.041,1418,1418
Harjo Sutanto,Sutanto,harjo-sutanto,no-pic,-0.279,91,consumer goods,Fashion & Retail,M,Indonesia,1516704901086,1290.118,1778,1778
Kevin Systrom,Systrom,kevin-systrom,no-pic,29.387,34,Instagram,Technology,M,United States,1516704901086,1550.751,1547,1547
Tang Jianfang,Tang,tang-jianfang,no-pic-female,-19.336,,packaged foods,Food and Beverage,F,China,1516704901086,1406.245,1676,1676
Mehmet Sinan Tara,Tara,mehmet-sinan-tara,mehmet-sinan-tara,8.123,59,construction,Construction & Engineering,M,Turkey,1516704901086,1283.161,1786,1786
Rit Thirakomen,Thirakomen,rit-thirakomen-1,no-pic,58.504,66,restaurants,Food and Beverage,M,Thailand,1516704901086,1307.327,1760,1760
Tian Ming,Tian,tian-ming,no-pic,21.206,64,measuring instruments,Technology,M,China,1516704901086,1189.107,1882,1882
Oleg Tinkov,Tinkov,oleg-tinkov,oleg-tinkov,127.073,50,banking,Finance and Investments,M,Russia,1516704901086,2246.609,1124,1124
Tse Ping,Tse,tse-ping,tse-ping,197.788,66,pharmaceuticals,Healthcare,M,China,1516704901086,4462.31,503,503
Wim Van Der Leegte,Van Der Leegte,wim-van-der-leegte,wim-van-der-leegte,0,70,manufacturing,Manufacturing,M,Netherlands,1516704901086,1675.175,1457,1457
John Van Lieshout,Van Lieshout,john-van-lieshout,john-van-lieshout,0,72,real estate,Real Estate,M,Australia,1516704901086,1230.248,1837,1837
Stefan von Holtzbrinck,von Holtzbrinck,stefan-von-holtzbrinck,stefan-von-holtzbrinck,2.115,54,publishing,Media & Entertainment,M,Germany,1516704901086,1658.377,1469,1470
Wang Jianfeng,Wang,wang-jianfeng,no-pic,18.493,48,auto parts,Automotive,M,China,1516704901086,1541.991,1560,1560
Wang Jing,Wang,wang-jing,wang-jing,-0.009,45,telecom services,Telecom,M,China,1516704901086,1330.632,1739,1739
Wang Wenliang,Wang,wang-wenliang,wang-wenliang,,63,shipping ports,Diversified,M,China,1506115956490,,,
Wang Yaohai,Wang,wang-yaohai,no-pic,-36.654,51,lighting,Technology,M,China,1516704901086,1691.577,1444,1444
Wei Ing-Chou,Wei,wei-ing-chou,wei-ing-chou,-9.363,65,"food, beverages",Food and Beverage,M,Taiwan,1516704901086,1632.146,1484,1484
Wei Ying-Chiao,Wei,wei-ying-chiao,wei-ying-chiao,-9.031,63,"food, beverages",Food and Beverage,M,Taiwan,1516704901086,1682.936,1450,1450
Wen Yibo,Wen,wen-yibo,wen-yibo,6.142,52,wastewater treatment,Service,M,China,1516704901086,1319.694,1750,1750
Vadim Yakunin,Yakunin,vadim-yakunin,no-pic,-4.641,55,pharmacy,Healthcare,M,Russia,1516704901086,1300.281,1766,1766
Yang Zhimao,Yang,yang-zhimao,no-pic,,55,"utilities, real estate",Diversified,M,China,1510749409622,,,
Gavril Yushvaev,Yushvaev,gavril-yushvaev,gavril-yushvaev,0,60,"precious metals, real estate",Finance and Investments,M,Russia,1516704901086,1176.337,1886,1886
Zeng Kaitian,Zeng,zeng-kaitian,no-pic,-11.048,43,online games,Technology,M,China,1516704901086,1284.265,1783,1783
Zhang Anqiang,Zhang,zhang-anqiang,no-pic,,61,software,Technology,M,Hong Kong,1506115969287,,,
Zhang Wanzhen,Zhang,zhang-wanzhen,no-pic,36.739,68,advanced ceramics,Manufacturing,M,China,1516704901086,1416.123,1666,1666
Zhang Xinghai,Zhang,zhang-xinghai,no-pic,,55,machinery,Manufacturing,M,China,1510749423174,,,
Zhang Xiugen,Zhang,zhang-xiugen,no-pic,0,57,automobiles,Automotive,M,China,1516704901086,2183.948,1162,1162
Zhang Yue,Zhang,zhang-yue-2,no-pic,,58,air conditioning,Manufacturing,M,China,1506115938822,,,
Zhang Zhangsun,Zhang,zhang-zhangsun,zhang-zhangsun,28.521,61,real estate,Real Estate,M,China,1516704901086,1255.736,1811,1811
Kostyantin Zhevago,Zhevago,kostyantin-zhevago,kostyantin-zhevago,-29.512,44,mining,Metals & Mining,M,Ukraine,1516704901086,1798.867,1374,1374
Zhou Guohui,Zhou,zhou-guohui,zhou-guohui,,53,logistics,Logistics,M,China,1506115938879,,,
Zhu Wenchen,Zhu,zhu-wenchen,zhu-wenchen,9.652,52,pharmaceuticals,Healthcare,M,China,1516704901086,1579.677,1529,1529
Lia Maria Aguiar,Aguiar,lia-maria-aguiar,no-pic-female,23.101,80,banking,Finance and Investments,F,Brazil,1516704901086,1308.967,1759,1759
Len Ainsworth,Ainsworth,len-ainsworth,len-ainsworth,-0.537,94,betting machines,Gambling & Casinos,M,Australia,1516704901086,1309.849,1758,1758
Jose Maria Aristrain,Aristrain,jose-maria-aristrain,no-pic,-6.797,55,steel,Metals & Mining,M,Spain,1516704901086,1212.47,1854,1854
Ayman Asfari,Asfari,ayman-asfari,ayman-asfari,,59,oil services,Energy,M,United Kingdom,1506115987421,,,
Thomas Bailey,Bailey,thomas-bailey,no-pic,0,81,money management,Finance and Investments,M,United States,1516704901086,1200,1866,1869
Bang Jun-Hyuk,Bang,bang-jun-hyuk,no-pic,0,49,online gaming,Technology,M,South Korea,1516704901086,3257.516,734,734
Mehmet Rustu Basaran,Basaran,mehmet-rustu-basaran,mehmet-rustu-basaran,0,70,"bank, gas",Finance and Investments,M,Turkey,1516704901086,1722.582,1416,1416
Eduardo Belmont Anderson,Belmont Anderson,eduardo-belmont-anderson,no-pic,0,72,cosmetics,Fashion & Retail,M,Peru,1516704901086,1351.506,1725,1725
Sara Blakely,Blakely,sara-blakely,sara-blakely,0,46,Spanx,Fashion & Retail,F,United States,1516704901086,1095.202,1960,1960
Markus Blocher,Blocher,markus-blocher,no-pic,-12.647,47,chemicals,Manufacturing,M,Switzerland,1516704901086,1289.197,1782,1782
Leonid Boguslavsky,Boguslavsky,leonid-boguslavsky,leonid-boguslavsky,0,66,venture capital,Finance and Investments,M,Russia,1516704901086,1064,1985,1985
Anna Maria Braun,Braun,anna-maria-braun,no-pic-female,0,39,medical technology,Healthcare,F,Germany,1516704901086,1327.873,1742,1742
Johanna Braun,Braun,johanna-braun,no-pic-female,0,38,medical technology,Healthcare,F,Germany,1516704901086,1327.873,1742,1743
Karl Friedrich Braun,Braun,karl-friedrich-braun,no-pic,0,35,medical technology,Healthcare,M,Germany,1516704901086,1327.873,1742,1744
Ludwig Theodor Braun,Braun,ludwig-theodor-braun,no-pic,0,28,medical technology,Healthcare,M,Germany,1516704901086,1283.252,1785,1785
Hideyuki Busujima,Busujima,hideyuki-busujima,no-pic,-6.955,65,pachinko machines,Gambling & Casinos,M,Japan,1516704901086,1063.648,1986,1986
Richard Chang,Chang,richard-chang-1,richard-chang-1,28.224,71,"real estate, electronics",Real Estate,M,Taiwan,1516704901086,1133.748,1927,1927
Chen Baozhen,Chen,chen-baozhen,no-pic-female,,75,internet services,Technology,F,China,1506115984845,,,
Chen Xiaxin,Chen,chen-xiaxin,no-pic,5.284,55,manufacturing,Diversified,M,China,1516704901086,1183.065,1883,1883
Chen Zuyuan,Chen,chen-zuyuan,no-pic,,,"real estate, pharmaceuticals",Diversified,M,China,1506116002961,,,
Cheng Xianfeng,Cheng,cheng-xianfeng,no-pic,-19.933,49,pharmaceuticals,Healthcare,M,China,1516704901086,1475.442,1614,1614
Cheng Xue,Cheng,cheng-xue,no-pic-female,14.747,47,soy sauce,Food and Beverage,F,China,1516704901086,2282.361,1107,1107
Cho Jung-Ho,Cho,cho-jung-ho,cho-jung-ho,14.153,59,finance,Finance and Investments,M,South Korea,1516704901086,1524.957,1576,1576
Cho Yang-Rai,Cho,cho-yang-rai,cho-yang-rai,13.428,80,tire manufacturing,Manufacturing,M,South Korea,1516704901086,1092.926,1962,1962
Ivan Chrenko,Chrenko,ivan-chrenko,no-pic,0,50,real estate,Real Estate,M,Slovakia,1516704901086,1245.722,1823,1823
Chung Mong-Joon,Chung,chung-mong-joon,chung-mong-joon,,66,"shipbuilding, industrial machines",Manufacturing,M,South Korea,1506115980961,,,
Chung Yong-Jin,Chung,chung-yong-jin,chung-yong-jin,-13.378,49,retail,Fashion & Retail,M,South Korea,1516704901086,1455.227,1628,1628
Robert Citrone,Citrone,robert-citrone,robert-citrone,,53,hedge fund,Finance and Investments,M,United States,1506115990984,,,
Arnold Clark,Clark,arnold-clark,no-pic,,90,Arnold Clark Automobiles,Automotive,M,United Kingdom,1506116005117,,,
John Collison,Collison,john-collison,john-collison,0,27,Stripe,Technology,M,Ireland,1516704901086,1000,2021,2023
Patrick Collison,Collison,patrick-collison,patrick-collison,0,29,Stripe,Technology,M,Ireland,1516704901086,1000,2021,2027
Alberto Cortina,Cortina,alberto-cortina,alberto-cortina,-1.666,72,investments,Finance and Investments,M,Spain,1516704901086,1434.712,1648,1648
Sol Daurella,Daurella,sol-daurella,no-pic-female,3.363,52,Coca-Cola,Food and Beverage,F,Spain,1516704901086,1223.803,1842,1842
D. Leopoldo Del Pino y Calvo-Sotelo,Del Pino y Calvo-Sotelo,d-leopoldo-del-pino-y-calvo-sotelo,no-pic,-2.262,55,construction,Construction & Engineering,M,Spain,1516704901086,1305.879,1764,1764
Maria Del Pino y Calvo-Sotelo,Del Pino y Calvo-Sotelo,maria-del-pino-y-calvo-sotelo,maria-del-pino-y-calvo-sotelo,-3.92,61,construction,Construction & Engineering,F,Spain,1516704901086,1544.679,1558,1558
Andrea Della Valle,Della Valle,andrea-della-valle,andrea-della-valle,-1.149,52,shoes,Fashion & Retail,M,Italy,1516704901086,1320.32,1748,1748
Norbert Dentressangle,Dentressangle,norbert-dentressangle,norbert-dentressangle,0,63,"transport, logistics",Logistics,M,France,1516704901086,1232.07,1834,1834
Dominique Desseigne,Desseigne,dominique-desseigne,no-pic,0,73,casinos,Gambling & Casinos,M,France,1516704901086,1548.307,1553,1553
Jamie Dimon,Dimon,jamie-dimon,jamie-dimon,9.372,61,banking,Finance and Investments,M,United States,1516704901086,1248.656,1820,1820
Ding Yuhua,Ding,ding-yuhua,no-pic,,69,tires,Automotive,M,China,1506115999200,,,
Mark Dixon,Dixon,mark-dixon,mark-dixon,33.884,58,office real estate,Real Estate,M,United Kingdom,1516704901086,1391.675,1690,1690
Dong Fan,Dong,dong-fan,no-pic,,48,medical devices,Healthcare,M,China,1506116003132,,,
Henry Engelhardt,Engelhardt,henry-engelhardt,henry-engelhardt,-6.114,60,insurance,Finance and Investments,M,United States,1516704901086,1243.678,1826,1826
Fan Zhaoxia,Fan,fan-zhaoxia,no-pic-female,,50,photovoltaic equipment,Energy,F,China,1506115987479,,,
Fu Kwan,Fu,fu-kwan,fu-kwan,19.7,60,"real estate, diversified",Diversified,M,China,1516704901086,1176.137,1887,1887
Fu Meicheng,Fu,fu-meicheng,fu-meicheng,18.746,60,"TV shows, movies",Media & Entertainment,M,China,1516704901086,1134.41,1926,1926
Soichiro Fukutake,Fukutake,soichiro-fukutake,soichiro-fukutake,-1.988,72,education,Service,M,Japan,1516704901086,1276.508,1796,1796
Gao Dekang,Gao,gao-dekang,gao-dekang,0,65,apparel,Fashion & Retail,M,China,1516704901086,1064.256,1984,1984
Polys Haji-Ioannou,Haji-Ioannou,polys-haji-ioannou,no-pic,41.152,58,EasyJet,Service,M,Cyprus,1516704901086,1581.456,1526,1526
Hon Kwok Lung,Hon,hon-kwok-lung,no-pic,11.734,62,real estate,Fashion & Retail,M,Hong Kong,1516704901086,1118.149,1941,1941
Hu Baifan,Hu,hu-baifan,hu-baifan,76.327,55,pharmaceuticals,Healthcare,M,China,1516704901086,2799.626,881,881
Mohammed Ibrahim,Ibrahim,mohammed-ibrahim,mohammed-ibrahim,0,71,communications,Telecom,M,United Kingdom,1516704901086,1177.379,1885,1885
Daisy Igel,Igel,daisy-igel,no-pic-female,6.279,90,"gas, petrochemicals",Energy,F,Brazil,1516704901086,1262.895,1803,1803
Thomas James,James,thomas-james,no-pic,4.936,75,finance,Finance and Investments,M,United States,1516704901086,1355.314,1723,1723
Jin Huiming,Jin,jin-huiming,no-pic,0,65,real estate,Real Estate,M,China,1516704901086,1161.93,1899,1899
Rana Kapoor,Kapoor,rana-kapoor,no-pic,40.647,60,banking,Finance and Investments,M,India,1516704901086,1440.392,1640,1640
Sergei Katsiev,Katsiev,sergei-katsiev,sergei-katsiev,-0.814,60,"retail, wholesale",Fashion & Retail,M,Russia,1516704901086,1166.418,1897,1897
Koh Wee Meng,Koh,koh-wee-meng,koh-wee-meng,5.419,54,"real estate, hotels",Real Estate,M,Singapore,1516704901086,1126.707,1932,1932
Ihor Kolomoyskyy,Kolomoyskyy,ihor-kolomoyskyy,ihor-kolomoyskyy,-0.812,54,"banking, investments",Diversified,M,Ukraine,1516704901086,1182.507,1884,1884
Kong Jian Min,Kong,kong-jian-min,kong-jian-min,85.019,50,real estate,Real Estate,M,China,1516704901086,2691.21,925,925
Kagemasa Kozuki,Kozuki,kagemasa-kozuki,kagemasa-kozuki,30.842,77,video games,Technology,M,Japan,1516704901086,1487.321,1604,1604
Isaac Larian,Larian,isaac-larian,isaac-larian,0,63,toys,Manufacturing,M,United States,1516704901086,1358.13,1721,1721
Martin Lau,Lau,martin-lau,no-pic,119.311,44,e-commerce,Technology,M,Hong Kong,1516704901086,2625.411,952,952
William Lauder,Lauder,william-lauder,no-pic,5.403,57,Estee Lauder,Fashion & Retail,M,United States,1516704901086,1773.227,1384,1384
Lee Hae-Jin,Lee,lee-hae-jin,lee-hae-jin,11.804,50,Internet portal,Technology,M,South Korea,1516704901086,1319.678,1751,1751
Lee Ho-Jin,Lee,lee-ho-jin,lee-ho-jin,6.466,55,"petrochemicals, finance, media, electronics",Diversified,M,South Korea,1516704901086,1044.4,1993,1993
Li Dongjun,Li,li-dongjun,no-pic,,,logistics,Logistics,M,China,1506115973873,,,
Li Fucheng,Li,li-fucheng,no-pic,,72,agribusiness,Food and Beverage,M,China,1506115974424,,,
Li Hongxin,Li,li-hongxin,no-pic,3.454,64,paper & related products,Manufacturing,M,China,1516704901086,2206.533,1143,1143
Li Liufa,Li,li-liufa,li-liufa,4.904,60,"steel, diversified",Diversified,M,China,1516704901086,1593.531,1519,1519
Li Yong,Li,li-yong-1,no-pic,13.514,,chemicals,Manufacturing,M,China,1516704901086,1605.145,1504,1504
Lin Yi,Lin,lin-yi,no-pic,,,real estate,Real Estate,M,China,1510749409445,,,
Louise Lindh,Lindh,louise-lindh,no-pic-female,10.785,38,investments,Diversified,F,Sweden,1516704901086,1432.516,1650,1650
Harald Link,Link,harald-link,harald-link,57.326,63,diversified,Diversified,M,Thailand,1516704901086,2004.907,1265,1265
Liu Shaoxi,Liu,liu-shaoxi,liu-shaoxi,14.221,54,real estate,Real Estate,M,China,1516704901086,1127.245,1931,1931
Liu Zhenguo,Liu,liu-zhenguo,no-pic,15.023,52,sewage treatment,Service,M,China,1516704901086,1225.807,1839,1839
Lo Ka Shui,Lo,lo-ka-shui,lo-ka-shui,2.859,70,real estate,Real Estate,M,Hong Kong,1516704901086,1277.638,1792,1792
Kenneth Lo,Lo,kenneth-lo,kenneth-lo,-67.141,79,textiles,Finance and Investments,M,United Kingdom,1516704901086,2569.029,972,972
Lu Jonathan,Lu,lu-jonathan,no-pic,0,49,Alibaba,Technology,M,China,1516704901086,1100,1957,1957
Ma Yunsheng,Ma,ma-yunsheng,no-pic,0,55,energy,Diversified,M,China,1516704901086,1199.641,1870,1870
